idenccc,ordentra,nuts1,cnace,estrato2,control,mercado,regulacion,sexo,tipopais,cno1,responsa,estu,anoanti,mesanti,tipojor,tipocon,fijodism,fijodisd,val,van,puentes,jap,jsp1,jsp2,hextra,drelabm,siespm1,dsiespm1,siespm2,dsiespm2,salbase,extraorm,phextra,comsal,comsaltt,irpfmes,cotiza,base,drelabam,drelabad,siespa1,dsiespa1,siespa2,dsiespa2,siespa3,dsiespa3,siespa4,dsiespa4,retrinoin,retriin,gextra,vespnoin,vespin,anos2,factotal,diasmes,diasrelaba,diasano,salmes,salmor,salneto,salanual,salaor,jmp1,salhora,treatment,outcome
00000642,02,3,Q0,3,2,2,1,6,1,F0,0,6,14,0,2,1,0,0,0,30,0,1344,30,0,0,31,6,0,6,0,803.37,0,0,155.51,18.71,0,75.31,1186.04,12,0,6,0,6,0,1,365,6,0,14464.72,0,0,0,0,04,30.08,31,365,365,958.88,958.88,883.57,14464.72,14464.72,130.5,7.34773946360153,0,883.57
00000642,06,3,Q0,3,2,2,1,6,1,C0,1,6,23,4,2,1,0,0,0,30,0,717,16,0,0,31,6,0,6,0,866.98,0,0,537.31,0,101.11,103.73,1633.61,12,0,6,0,6,0,1,365,6,0,19611.96,0,0,0,0,04,30.08,31,365,365,1404.29,1404.29,1199.45,19611.96,19611.96,69.6,20.1765804597701,0,1199.45
00000642,08,3,Q0,3,2,2,1,6,1,C0,1,6,22,4,1,1,0,0,0,30,0,1792,40,0,0,31,6,0,6,0,1248.26,0,0,281.14,0,176.64,118.35,1863.91,12,0,6,0,6,0,6,0,6,0,22227.28,0,0,0,0,05,30.08,31,365,365,1529.4,1529.4,1234.41,22227.28,22227.28,174,8.78965517241379,0,1234.41
00000642,10,3,Q0,3,2,2,1,1,1,H0,0,6,28,6,1,1,0,0,0,30,0,1792,40,0,0,31,6,0,6,0,1159.1,0,0,316.86,75.84,217.3,118.98,1873.77,12,0,6,0,6,0,6,0,6,0,23096.89,0,0,0,0,05,30.08,31,365,365,1475.96,1475.96,1139.68,23096.89,23096.89,174,8.48252873563219,0,1139.68
00000642,11,3,Q0,3,2,2,1,6,1,F0,0,6,13,5,1,1,0,0,0,30,0,1792,40,0,0,31,6,0,6,0,1153.68,0,0,300.79,0,116.07,105.44,1660.38,12,0,6,0,6,0,6,0,6,0,19706.08,0,0,1265.28,0,04,30.08,31,365,365,1454.47,1454.47,1232.96,20971.36,19706.08,174,8.35902298850575,0,1232.96
00000642,16,3,Q0,3,2,2,1,6,1,B0,0,6,19,8,1,1,0,0,0,31,0,1792,40,0,0,31,6,0,6,0,1094.79,0,0,98.38,0,85.88,94.14,1482.51,12,0,6,0,6,0,6,0,6,0,17548.32,0,0,0,0,04,30.08,31,365,365,1193.17,1193.17,1013.15,17548.32,17548.32,174,6.85729885057471,0,1013.15
00000642,18,3,Q0,3,2,2,1,6,1,A0,1,6,34,5,2,1,0,0,0,31,0,179,4,0,0,31,6,0,6,0,122,0,0,0,0,5.29,20.08,316.19,12,0,6,0,6,0,6,0,6,0,1368.81,0,0,0,0,05,1,31,365,365,122,122,96.63,1368.81,1368.81,17.4,7.01149425287356,0,96.63
00000642,19,3,Q0,3,2,2,1,6,1,A0,1,6,15,5,1,1,0,0,0,31,0,1792,40,0,0,31,6,0,6,0,1807.77,0,0,667.42,0,440.32,186.46,2936.29,12,0,6,0,6,0,6,0,6,0,35155.44,0,0,0,0,05,30.08,31,365,365,2475.19,2475.19,1848.41,35155.44,35155.44,174,14.2252298850575,0,1848.41
00000642,20,3,Q0,3,2,2,1,6,1,A0,1,6,23,6,1,1,0,0,0,31,0,1792,40,0,0,31,6,0,6,0,2440.44,0,0,2301.98,0,1190.74,262.85,4139.4,12,0,1,47,6,0,6,0,6,0,57982.31,4201.49,0,0,0,06,30.08,31,365,365,4742.42,4742.42,3288.83,62183.8,62183.8,174,27.2552873563218,0,3288.83
00000642,23,3,Q0,3,2,2,1,6,1,C0,1,6,25,10,1,1,0,0,0,31,0,1792,40,0,0,31,6,0,6,0,1807.74,0,0,867.41,0,517.64,201.92,3179.87,11,2,1,117,6,0,6,0,6,0,26095.8,8351.64,0,0,0,05,30.08,31,336.62,336.62,2675.15,2675.15,1955.59,37351.6594379419,37351.6594379419,174,15.3744252873563,0,1955.59
00000642,24,3,Q0,3,2,2,1,6,1,F0,0,6,3,1,1,1,0,0,0,31,0,1792,40,0,0,31,6,0,6,0,1071.15,0,0,119.18,62.38,123.65,96.33,1517.01,12,0,6,0,6,0,6,0,6,0,17555.66,0,0,0,0,03,30.08,31,365,365,1190.33,1190.33,970.35,17555.66,17555.66,174,6.84097701149425,0,970.35
00000843,05,3,Q0,3,2,2,4,6,1,C0,0,6,4,3,1,1,0,0,24,0,8,1800,40,0,0,31,6,0,6,0,2257.59,0,0,0,0,411.33,197.67,3112.92,12,0,6,0,6,0,6,0,6,0,37065.89,0,10108.88,104.64,0,04,26.2,31,365,365,2257.59,2257.59,1648.59,37170.53,26957.01,174,12.9746551724138,0,1648.59
00000843,10,3,Q0,3,2,2,4,6,1,C0,0,6,23,1,1,1,0,0,24,0,8,1800,40,0,0,31,6,0,6,0,1997.45,0,0,0,0,302.21,187.12,2946.77,12,0,6,0,6,0,6,0,6,0,32858.88,0,8961.51,113.1,0,04,26.2,31,365,365,1997.45,1997.45,1508.12,32971.98,23897.37,174,11.4795977011494,0,1508.12
00000843,11,3,Q0,3,2,2,4,6,1,C0,0,6,22,8,1,1,0,0,24,0,8,1800,40,0,0,31,6,0,6,0,2850.94,0,0,0,0,604.97,247.36,3895.3,12,0,6,0,6,0,6,0,6,0,46941.51,0,12802.23,65.82,0,04,26.2,31,365,365,2850.94,2850.94,1998.61,47007.33,34139.28,174,16.3847126436782,0,1998.61
00000843,13,3,Q0,3,2,2,4,6,1,C0,0,6,4,3,1,1,0,0,24,0,8,1800,40,0,0,31,6,0,6,0,2040.89,0,0,0,0,330.62,178.87,2816.74,12,0,6,0,6,0,6,0,6,0,33223.99,0,9061.09,124.86,0,05,26.2,31,365,365,2040.89,2040.89,1531.4,33348.85,24162.9,174,11.7292528735632,0,1531.4
00000843,16,3,Q0,3,2,2,4,6,1,C0,0,6,23,8,1,1,0,0,24,0,8,1800,40,0,0,31,6,0,6,0,3014.24,0,0,0,0,668.26,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,49635.93,0,13537.07,524.04,0,05,26.2,31,365,365,3014.24,3014.24,2083.13,50159.97,36098.86,174,17.3232183908046,0,2083.13
00000907,01,3,Q0,3,1,1,5,6,1,B0,0,6,13,11,1,2,0,0,22,0,0,1529,37,50,0,31,6,0,6,0,829,0,0,1241.21,66.6,339.31,134.94,2976.23,12,0,1,62,6,0,1,162,6,0,29849.62,4151.68,2652.43,0,0,05,30.28,31,365,365,2070.21,2070.21,1595.96,34001.3,31348.87,164.575,12.5791280571168,1,1595.96
00000907,02,3,Q0,3,1,1,5,6,1,B0,0,6,14,6,1,2,0,0,22,0,6,1529,37,50,0,31,6,0,6,0,642.64,0,0,1048.93,51.63,212.14,119.04,1874.61,12,0,6,0,6,0,6,0,6,0,23791.4,0,1961,0,0,04,30.28,31,365,365,1691.57,1691.57,1360.39,23791.4,21830.4,164.575,10.2784140969163,1,1360.39
00000907,03,3,Q0,3,1,1,5,6,1,B0,0,6,8,2,1,2,0,0,22,0,6,1529,37,50,0,31,6,0,6,0,1071.06,0,0,1187.12,86.05,489.41,185.8,2926.06,12,0,1,18,6,0,6,0,6,0,33376.25,4373.99,3163.3,0,0,03,30.28,31,365,365,2258.18,2258.18,1582.97,37750.24,34586.94,164.575,13.7212820902324,1,1582.97
00000907,05,3,Q0,3,1,1,5,6,1,B0,0,6,13,5,1,2,0,0,22,0,6,1529,37,50,0,31,6,0,6,0,1071.06,0,0,2153.76,86.05,672.67,194.45,4139.4,12,0,6,0,6,0,6,0,6,0,61316.73,0,3325.86,0,0,05,30.28,31,365,365,3224.82,3224.82,2357.7,61316.73,57990.87,164.575,19.5948351815282,1,2357.7
00000907,06,3,Q0,3,1,1,5,6,1,B0,0,6,14,7,1,2,0,0,22,0,6,1529,37,50,0,31,6,0,6,0,1071.06,0,0,1019.28,86.05,367.09,165.82,2611.3,12,0,1,14,6,0,1,52,6,0,33637.96,817.88,3297.1,0,0,04,30.28,31,365,365,2090.34,2090.34,1557.43,34455.84,31158.74,164.575,12.7014431110436,1,1557.43
00000907,08,3,Q0,3,1,1,5,6,1,B0,0,6,14,5,1,2,0,0,22,0,6,1529,37,50,0,31,1,3,6,0,3133.79,0,0,0,0,620.53,177.12,2789.33,12,0,1,12,6,0,6,0,6,0,39766.21,1222.67,3383.38,0,0,05,30.28,31,365,365,3133.79,3133.79,2336.14,40988.88,37605.5,164.575,19.0417135044812,1,2336.14
00000907,12,3,Q0,3,1,1,5,6,1,B0,0,6,13,5,1,2,0,0,22,0,6,1529,37,5,0,31,6,0,6,0,717.61,0,0,884.02,57.65,230.27,116.81,1839.64,12,0,1,11,6,0,1,365,6,0,26290.42,646.41,2228.32,0,0,04,30.28,31,365,365,1601.63,1601.63,1254.55,26936.83,24708.51,161.3125,9.92874079814026,1,1254.55
00000907,15,3,Q0,3,1,1,5,6,1,B0,0,6,13,5,1,2,0,0,22,0,6,1529,37,50,0,31,1,1,6,0,1861.15,0,0,0,0,229.5,110.91,1746.56,12,0,6,0,1,16,1,306,6,0,23397.51,0,2042.69,0,0,04,30.28,31,365,349,1861.15,1861.15,1520.74,24470.1752148997,22333.8375358166,164.575,11.3088257633298,1,1520.74
00000907,17,3,Q0,3,1,1,5,6,1,B0,0,6,11,4,1,2,0,0,22,0,6,1529,37,5,0,31,6,0,6,0,1071.06,0,0,1296.88,86.05,410.4,166.04,2614.91,12,0,1,79,6,0,6,0,6,0,35153.77,9058.99,3311.3,0,0,03,30.28,31,365,365,2367.94,2367.94,1791.5,44212.76,40901.46,161.3125,14.6792096086788,1,1791.5
00000907,21,3,Q0,3,1,1,5,1,1,B0,0,6,14,6,1,2,0,0,22,0,6,1529,37,5,0,31,6,0,6,0,1071.06,0,0,1119.33,0,466.46,165.82,2611.3,12,0,1,10,6,0,6,0,6,0,40699.31,1081.67,3297.1,0,0,04,30.28,31,365,365,2190.39,2190.39,1558.11,41780.98,38483.88,161.3125,13.5785509492445,1,1558.11
00000907,22,3,Q0,3,1,1,5,6,1,B0,0,6,14,5,1,2,0,0,22,0,6,1529,37,5,0,31,6,0,6,0,1071.06,0,0,1251.43,86.05,478.7,179.89,2832.94,12,0,1,6,6,0,6,0,6,0,43800.57,511.22,3440.09,0,0,04,30.28,31,365,365,2322.49,2322.49,1663.9,44311.79,40871.7,161.3125,14.3974583494769,1,1663.9
00000907,23,3,Q0,3,1,1,5,6,1,B0,0,6,1,8,1,2,0,0,22,0,6,1529,37,5,0,31,6,0,6,0,1071.06,0,0,818.49,86.05,411.36,158.98,2484.11,12,0,1,15,6,0,6,0,6,0,33680.01,1020.33,1989.94,0,0,02,30.28,31,365,365,1889.55,1889.55,1319.21,34700.34,32710.4,161.3125,11.7135993800852,1,1319.21
00001110,02,3,Q0,1,2,1,1,1,1,D0,0,6,0,3,2,1,0,0,0,30,0,1120,25,0,0,31,6,0,6,0,1021.12,0,0,137.16,0,0,73.55,1158.28,5,4,6,0,6,0,6,0,6,0,5984.45,0,0,0,0,02,424.41,31,156.1,156.1,1158.28,1158.28,1084.73,13993.1085842409,13993.1085842409,108.75,10.6508505747126,0,1084.73
00001110,03,3,Q0,1,2,1,1,1,1,D0,0,6,0,4,2,1,0,0,0,30,0,672,15,0,0,31,6,0,6,0,612.64,0,0,137.76,0,112.56,47.65,750.4,6,7,6,0,6,0,6,0,6,0,4702.51,0,0,0,0,02,424.41,31,189.52,189.52,750.4,750.4,590.19,9056.6491663149,9056.6491663149,65.25,11.5003831417625,0,590.19
00001110,04,3,Q0,1,2,1,1,1,1,D0,0,6,0,4,2,1,0,0,0,30,0,1568,35,0,0,31,6,0,6,0,1429.44,0,0,483.96,0,123.87,121.5,1913.4,6,17,6,0,6,0,6,0,6,0,11824.71,0,0,0,0,03,424.41,31,199.52,199.52,1913.4,1913.4,1668.03,21632.0125801925,21632.0125801925,152.25,12.5674876847291,0,1668.03
00001185,02,3,Q0,1,2,1,2,6,1,F0,0,6,0,10,1,1,0,0,0,30,0,1680,40,0,0,31,6,0,6,0,2300,0,0,0,0,344.54,146.05,2300,11,20,6,0,6,0,6,0,6,0,27003.33,0,3857.6,0,0,04,424.41,31,354.62,354.62,2300,2300,1809.41,27793.7382268344,23823.223309458,174,13.2183908045977,0,1809.41
00001364,01,3,Q0,1,2,1,1,6,1,B0,0,6,12,0,1,1,0,0,0,43,0,1446,34,0,0,31,1,14,6,0,1560.58,0,0,0,0,181.87,105.48,1661.14,12,0,1,75,6,0,6,0,6,0,15836.58,2890.42,0,0,0,04,115.2,31,365,365,1560.58,1560.58,1273.23,18727,18727,147.9,10.5515889114266,0,1273.23
00001364,02,3,Q0,1,2,1,1,6,1,B0,0,6,1,1,2,1,9,23,0,38,0,1271,34,0,0,31,6,0,6,0,1093.06,0,0,291.87,0,27.7,96.7,1571.2,9,23,6,0,6,0,6,0,6,0,11114.61,0,0,0,0,02,115.2,31,296.78,296.78,1384.93,1384.93,1260.53,13669.4947435811,13669.4947435811,147.9,9.36396213657877,0,1260.53
00001364,03,3,Q0,1,2,1,1,6,1,A0,1,6,13,8,1,1,0,0,0,43,0,1446,34,0,0,31,6,0,6,0,1093.06,0,0,1010.63,0,300.2,133.58,2103.69,12,0,6,0,6,0,6,0,6,0,24244.28,0,0,0,0,06,115.2,31,365,365,2103.69,2103.69,1669.91,24244.28,24244.28,147.9,14.2237322515213,0,1669.91
00001364,04,3,Q0,1,2,1,1,6,1,B0,0,6,1,1,2,1,9,23,0,38,0,940,25,0,0,31,6,0,6,0,803.73,0,0,244.65,0,0,71.74,1158.76,9,23,1,3,6,0,6,0,6,0,9803.27,41.42,0,0,0,02,115.2,31,296.78,296.78,1048.38,1048.38,976.64,12107.661735966,12107.661735966,108.75,9.64027586206897,0,976.64
00001683,02,3,Q0,3,1,1,5,6,1,B0,0,6,16,0,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2322.41,0,759.48,244.09,3814.42,12,0,6,0,1,2,6,0,6,0,48794.3,0,0,0,0,06,76.61,31,365,363,3393.47,3393.47,2389.9,49063.1391184573,49063.1391184573,163.125,20.8028812260536,1,2389.9
00001683,03,3,Q0,3,1,1,5,6,1,B0,0,6,27,7,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2416.51,86.05,860.65,260.03,4063.28,12,0,6,0,6,0,6,0,6,0,50377.11,0,3613.46,0,0,06,76.61,31,365,365,3487.57,3487.57,2366.89,50377.11,46763.65,163.125,21.3797394636015,1,2366.89
00001683,08,3,Q0,3,1,1,5,6,1,B0,0,6,11,0,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2379.08,86.05,832.23,263.55,4118.95,12,0,6,0,6,0,6,0,6,0,50364.82,0,3498.42,0,0,05,76.61,31,365,365,3450.14,3450.14,2354.36,50364.82,46866.4,163.125,21.1502835249042,1,2354.36
00001683,10,3,Q0,3,1,1,5,6,1,B0,0,6,36,8,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2322.41,0,743.33,238.91,3733.12,12,0,1,2,6,0,6,0,6,0,46269.44,0,3686.96,0,0,05,76.61,31,365,365,3393.47,3393.47,2411.23,46269.44,42582.48,163.125,20.8028812260536,1,2411.23
00001683,13,3,Q0,3,1,1,5,6,1,B0,1,6,32,9,1,1,0,0,22,0,6,1716,37,30,0,31,1,31,6,0,4570.76,0,0,0,0,1156.84,262.85,4139.4,12,0,1,119,6,0,6,0,6,0,48490.83,11176.43,4818.16,0,0,06,76.61,31,365,365,4570.76,4570.76,3151.07,59667.26,54849.1,163.125,28.0199846743295,1,3151.07
00001683,14,3,Q0,3,1,1,5,6,1,B0,0,6,11,0,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2227.09,0,609.08,233.14,3642.77,12,0,6,0,6,0,6,0,6,0,46565.72,0,3466.65,0,0,06,76.61,31,365,365,3298.15,3298.15,2455.93,46565.72,43099.07,163.125,20.2185440613027,1,2455.93
00001683,16,3,Q0,3,1,1,5,6,1,B0,0,6,23,0,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2322.41,0,909.45,264.9,4139.1,12,0,6,0,6,0,6,0,6,0,59926.66,0,3584.7,0,0,05,76.61,31,365,365,3393.47,3393.47,2219.12,59926.66,56341.96,163.125,20.8028812260536,1,2219.12
00001683,18,3,Q0,3,1,1,5,6,1,B0,0,6,11,0,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2368.66,86.05,748.14,264.9,4139.1,12,0,1,4,6,0,6,0,6,0,52632.71,206.97,3555.94,0,0,05,76.61,31,365,365,3439.72,3439.72,2426.68,52839.68,49283.74,163.125,21.0864061302682,1,2426.68
00001683,20,3,Q0,3,1,1,5,6,1,B0,0,6,30,4,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2548.7,86.05,936.8,264.92,4139.4,12,0,6,0,6,0,6,0,6,0,56538.71,0,3826.26,0,0,06,76.61,31,365,365,3619.76,3619.76,2418.04,56538.71,52712.45,163.125,22.1900996168582,1,2418.04
00001683,21,3,Q0,3,1,1,5,6,1,B0,0,6,34,3,1,1,0,0,22,0,6,1716,37,30,0,31,6,0,6,0,1071.06,0,0,2322.41,86.05,839.15,257.26,4019.74,12,0,6,0,6,0,6,0,6,0,49849.13,0,3613.46,0,0,05,76.61,31,365,365,3393.47,3393.47,2297.06,49849.13,46235.67,163.125,20.8028812260536,1,2297.06
00001751,02,3,Q0,3,1,1,5,6,1,B0,1,6,45,7,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2949.58,0,923.94,198.69,4139.4,12,0,1,4,6,0,6,0,6,0,55378.82,310.47,5952.75,0,0,06,31.28,31,365,365,4020.64,4020.64,2898.01,55689.29,49736.54,163.125,24.6476015325671,1,2898.01
00001751,03,3,Q0,3,1,1,5,6,1,B0,0,6,31,9,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2810.63,441.05,791.16,185.62,3867.12,12,0,6,0,6,0,1,62,6,0,48274.73,0,4041.05,0,0,05,31.28,31,365,365,3881.69,3881.69,2904.91,48274.73,44233.68,163.125,23.7958007662835,1,2904.91
00001751,09,3,Q0,3,1,1,5,6,1,B0,0,6,20,7,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,535.53,0,0,1208.66,214.25,231.85,90.28,1880.76,12,0,1,7,6,0,1,365,6,0,24064.75,197.6,2056.09,0,0,04,31.28,31,365,365,1744.19,1744.19,1422.06,24262.35,22206.26,163.125,10.6923524904215,1,1422.06
00001751,13,3,Q0,3,1,1,5,6,1,B0,0,6,15,7,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1754.6,134.43,523.31,148.51,3094.08,12,0,6,0,6,0,6,0,6,0,39088.11,0,4052.48,0,0,04,31.28,31,365,365,2825.66,2825.66,2153.84,39088.11,35035.63,163.125,17.3220536398467,1,2153.84
00001751,14,3,Q0,3,1,1,5,1,1,B0,0,6,22,3,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,714.4,0,0,1575.44,223.12,307.85,118.8,2475.18,12,0,1,1,6,0,1,365,6,0,30577.44,4.9,2675.81,0,0,04,31.28,31,365,365,2289.84,2289.84,1863.19,30582.34,27906.53,163.125,14.0373333333333,1,1863.19
00001751,15,3,Q0,3,1,1,5,6,1,B0,0,6,33,1,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2217.52,591.07,663.55,171.49,3572.57,12,0,6,0,6,0,6,0,6,0,44256.82,0,4215.48,0,0,05,31.28,31,365,365,3288.58,3288.58,2453.54,44256.82,40041.34,163.125,20.159877394636,1,2453.54
00001751,21,3,Q0,3,1,1,5,6,1,B0,0,6,16,11,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1163.11,0,357.47,120.12,2502.59,12,0,1,51,6,0,6,0,6,0,26449.23,4491.04,3911.79,0,0,04,31.28,31,365,365,2234.17,2234.17,1756.58,30940.27,27028.48,163.125,13.696061302682,1,1756.58
00001751,23,3,Q0,3,1,1,5,1,1,B0,0,6,8,4,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1888.9,524.79,549.45,154.28,3214.21,12,0,1,100,6,0,6,0,6,0,34324.32,4967.86,3808.49,0,0,03,31.28,31,365,365,2959.96,2959.96,2256.23,39292.18,35483.69,163.125,18.1453486590038,1,2256.23
00001751,24,3,Q0,3,1,1,5,6,1,B0,0,6,15,5,1,1,0,0,22,0,6,1642,37,30,0,31,1,31,6,0,2746.09,0,0,0,0,521.88,185.17,2916,12,0,1,213,6,0,6,0,6,0,19626.56,17279.46,3952.92,0,0,04,31.28,31,365,365,2746.09,2746.09,2039.04,36906.02,32953.1,163.125,16.8342681992337,1,2039.04
00002424,03,3,Q0,1,2,1,1,6,1,B0,0,6,0,5,2,1,0,0,0,30,4,1000,20,0,0,31,1,4,6,0,657.93,0,0,0,0,0,48,755.93,7,8,1,8,6,0,6,0,6,0,5497.12,28.88,746.91,0,0,03,86.03,31,220.94,220.94,657.93,657.93,609.93,9129.13008056486,7895.21069068525,87,7.56241379310345,0,609.93
00002430,05,3,Q0,3,1,2,5,1,1,B0,0,6,18,2,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1315.47,412.91,513.7,144.41,3072.59,12,0,1,129,6,0,6,0,6,0,34305.93,3391.9,3293.42,0,0,04,49.64,31,365,365,2386.53,2386.53,1728.42,37697.83,34404.41,163.125,14.6300689655172,1,1728.42
00002430,07,3,Q0,3,1,2,5,6,1,B0,0,6,17,6,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,535.53,0,0,910.3,202.16,186.72,70.98,1510.2,12,0,1,13,1,31,1,304,6,0,22578.23,632.64,12043.53,0,0,04,49.64,31,365,334,1445.83,1445.83,1188.13,25365.1723053892,12203.8296407186,163.125,8.86332567049808,1,1188.13
00002430,08,3,Q0,3,1,2,5,6,1,B0,0,6,20,11,1,2,0,0,22,0,0,1642,37,30,0,31,1,31,6,0,2940.5,0,0,0,0,558.2,232.09,3654.92,12,0,1,166,6,0,6,0,6,0,26338.08,12298.81,3350.94,0,0,04,49.64,31,365,365,2940.5,2940.5,2150.21,38636.89,35285.95,163.125,18.0260536398467,1,2150.21
00002430,09,3,Q0,3,1,2,5,6,1,B0,0,6,25,9,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1393.23,402.18,514.24,148.01,3149.07,12,0,1,8,6,0,6,0,6,0,39164.27,553.31,3358.65,0,0,04,49.64,31,365,365,2464.29,2464.29,1802.04,39717.58,36358.93,163.125,15.1067586206897,1,1802.04
00002430,13,3,Q0,3,1,2,5,6,1,B0,0,6,23,1,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1354.35,185.24,474.36,135.76,2888.52,12,0,1,9,6,0,6,0,6,0,39783.91,630.64,3379.7,0,0,04,49.64,31,365,365,2425.41,2425.41,1815.29,40414.55,37034.85,163.125,14.8684137931034,1,1815.29
00002430,16,3,Q0,3,1,2,5,6,1,B0,0,6,19,2,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2315.47,323.68,687.38,162.68,3461.37,12,0,6,0,6,0,6,0,6,0,39665.14,0,3105.69,0,0,04,49.64,31,365,365,3386.53,3386.53,2536.47,39665.14,36559.45,163.125,20.760337164751,1,2536.47
00002430,21,3,Q0,3,1,2,5,6,1,B0,0,6,18,2,1,2,0,0,22,0,0,1642,37,30,0,31,1,31,6,0,3684.84,0,0,0,0,647.03,197.76,3114.3,10,7,1,127,1,54,6,0,6,0,25071.19,9171.86,3084.42,0,0,04,49.64,31,311.2,257.2,3684.84,3684.84,2840.05,48595.308125972,44218.1180015552,163.125,22.5890574712644,1,2840.05
00002430,22,3,Q0,3,1,2,5,6,1,B0,0,6,13,7,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,678.34,0,0,1495.99,0,391.38,122.66,2609.66,12,0,1,69,6,0,6,0,6,0,28152.94,3300.41,3207.14,0,0,03,49.64,31,365,365,2174.33,2174.33,1660.29,31453.35,28246.21,163.125,13.3292260536398,1,1660.29
00002430,25,3,Q0,3,1,2,5,6,1,B0,0,6,17,3,1,2,0,0,22,0,0,1642,37,30,0,31,1,31,6,0,3756.86,0,0,0,0,651.15,186.37,2934.9,12,0,1,12,1,175,6,0,6,0,26318.19,1173.84,4024.53,0,0,04,49.64,31,365,190,3756.86,3756.86,2919.34,52813.6365789474,45082.302631579,163.125,23.0305593869732,1,2919.34
00002766,01,3,Q0,1,2,1,2,1,1,B0,0,6,3,7,2,1,0,0,0,31,0,1344,30,0,0,31,1,30,6,0,1383.81,0,0,0,0,83.03,88.25,1389.73,12,0,1,5,1,112,6,0,6,0,11439.21,71.08,0,0,0,03,200.83,31,365,253,1383.81,1383.81,1212.53,16605.7543478261,16605.7543478261,130.5,10.603908045977,0,1212.53
00002766,02,3,Q0,1,2,1,2,1,1,B0,0,6,0,2,2,2,0,0,0,30,0,1380,30,0,0,31,6,0,6,0,1050.24,0,0,137.76,0,83.16,87.23,1363.04,4,20,6,0,6,0,6,0,6,0,5448.22,0,155.58,0,0,02,200.83,31,141.68,141.68,1188,1188,1017.61,14035.8575663467,13635.0479954828,130.5,9.10344827586207,0,1017.61
00002766,03,3,Q0,1,2,1,2,1,1,B0,0,6,3,11,2,1,0,0,0,30,0,1344,30,0,0,31,6,0,6,0,1050.24,0,0,137.76,0,83.16,87.23,1363.04,12,0,6,0,6,0,6,0,6,0,23793.38,0,8854.54,0,0,03,200.83,31,365,365,1188,1188,1017.61,23793.38,14938.84,130.5,9.10344827586207,0,1017.61
00002766,04,3,Q0,1,2,1,2,6,1,B0,0,6,1,1,2,1,0,0,0,30,0,1610,35,0,0,31,6,0,6,0,1225.24,0,0,137.76,0,163.56,99.53,1567.2,12,0,6,0,6,0,6,0,6,0,17776.3,0,0,0,0,03,200.83,31,365,365,1363,1363,1099.91,17776.3,17776.3,152.25,8.95238095238095,0,1099.91
00002766,05,3,Q0,1,2,1,2,6,1,B0,0,6,7,4,1,1,0,0,0,30,0,1725,37,30,0,31,6,0,6,0,1312.7,0,0,512.76,0,292.09,129.81,2044.36,12,0,6,0,6,0,6,0,6,0,24530.92,0,2625.4,0,0,04,200.83,31,365,365,1825.46,1825.46,1403.56,24530.92,21905.52,163.125,11.1905593869732,0,1403.56
00002766,06,3,Q0,1,2,1,2,1,1,B0,0,6,2,5,2,1,0,0,0,30,0,1265,27,30,0,31,6,0,6,0,962.68,0,0,137.76,0,123.8,53.81,1260.88,12,0,6,0,6,0,6,0,6,0,18893.41,0,1914.04,0,0,02,200.83,31,365,365,1100.44,1100.44,922.83,18893.41,16979.37,119.625,9.19908045977012,0,922.83
00002766,07,3,Q0,1,2,1,2,1,1,B0,0,6,2,3,1,1,0,0,0,30,0,1680,37,30,0,31,6,0,6,0,1312.8,0,0,137.76,0,174.07,106.01,1669.36,12,0,6,0,6,0,6,0,6,0,19809.11,0,2523.08,0,0,03,200.83,31,365,365,1450.56,1450.56,1170.48,19809.11,17286.03,163.125,8.89232183908046,0,1170.48
